WKT,id,codigo,nomoficial,alt_izqini,alt_izqfin,alt_derini,alt_derfin,nomanter,nom_mapa,tipo_c,long,sentido,cod_sent,observa,bicisenda,lado_ciclo,recorrid_x,ciclo_obse,tooltip_bi,red_jerarq,red_tp,COMUNA,COM_PAR,COM_IMPAR,BARRIO,BARRIO_PAR,BARRIO_IMP
"MULTILINESTRING ((-58.4383839076646 -34.5753598653453,-58.4392100137463 -34.5747800197961,-58.4395993459519 -34.5745091751831))","3921","27007",ZAPATA,"102","200","101","199",,ZAPATA,CALLE,146.1,CRECIENTE,"1",,Ciclovías,,,Construcción en Agosto de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4718060885342 -34.5750328097675,-58.4719585819004 -34.575119772586,-58.4727425958274 -34.5755720472676))","3948","12168",LA PAMPA,"4202","4300","4201","4299","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,104.71,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4085461837591 -34.5755778785974,-58.4084521559163 -34.5754993137306,-58.4083272559597 -34.575370029679,-58.4082179280276 -34.5752542034913))","3954","3082",CASARES AV.,"3502","3550","3501","3549",,AV. CASARES,AVENIDA,46.92,DOBLE,"2","Ordenanza Nº 34062 del 23/02/1978 - BM 15727 - pág 37445 -  CIRCULACION: Restitución de doble sentido, entre Avda Libertador y Pte Alcorta",Ciclovías,,,Construcción Año 2013,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4950394834913 -34.5757260354398,-58.4956416432554 -34.5749762852484))","3984","3115",CERETTI,"2702","2800","2701","2799",,CERETTI,CALLE,99.85,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4562975120137 -34.5755235487188,-58.4567175490753 -34.5760606952649))","4038","12136","LORETO, Virrey","3302","3400","3301","3399",LORETO,VIRREY LORETO,CALLE,70.97,DECRECIENTE,"-1",corrección altura 9-1-03,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4866216030686 -34.5756878628795,-58.4876187626022 -34.5762765529931))","4063","2083",BLANCO ENCALADA,"5102","5200","5101","5199",,BLANCO ENCALADA,CALLE,112.42,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4679731915788 -34.5763000133078,-58.4690125017342 -34.5750535362608))","4067","21059",TRONADOR,"1602","1700","1601","1699",ESTOMBA Y PLAZA,TRONADOR,CALLE,167.98,CRECIENTE,"1",,Ciclovías Proyectadas,,,Informada como Proyectada por Sec. de Transporte en Febrero de 2019,Ciclovía proyectada,VÍA LOCAL,,"15","15","15",VILLA ORTUZAR,VILLA ORTUZAR,VILLA ORTUZAR
"MULTILINESTRING ((-58.4117497196904 -34.5764347126989,-58.4131614791606 -34.5757966968685))","4092","12107",DEL LIBERTADOR AV.,"3102","3200","3101","3199","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,147.62,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Vereda,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4746190504096 -34.5766363450415,-58.475378978784 -34.5757785794518))","4120","12151",LUGONES,"1802","1900","1801","1899",,LUGONES,CALLE,117.97,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noreste, en doble sentido de circulación",,Construcción Enero de 2019,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4746190504096 -34.5766363450415,-58.4748509072285 -34.5767683681335))","4143","12168",LA PAMPA,"4502","4516","4501","4599","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,25.83,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.453721681734 -34.577122066834,-58.4547885555253 -34.5766057274431))","4200","13038","MARTINEZ, ENRIQUE, GRAL.","902","950","901","949",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,113.42,CRECIENTE,"1",corrección numeración 3-2,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4748509072285 -34.5767683681335,-58.475006897975 -34.5768571578085,-58.475594335384 -34.577190486779))","4213","12168",LA PAMPA,"4518","4600","4601","4699","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,82.74,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4079100142538 -34.5781529226985,-58.4086193723546 -34.5778366168098))","4367","12107",DEL LIBERTADOR AV.,"2702","2800","2701","2799","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,73.95,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4510890103845 -34.578392912603,-58.4520109951602 -34.5779478519932))","4416","13038","MARTINEZ, ENRIQUE, GRAL.","702","800","701","799",MARTINEZ,GRAL.ENRIQUE MARTINEZ,CALLE,97.95,CRECIENTE,"1",,Ciclovías,,,Construcción Año 2012,Ciclovía,VÍA LOCAL,,"13","13","13",COLEGIALES,COLEGIALES,COLEGIALES
"MULTILINESTRING ((-58.4771502710442 -34.5780733652886,-58.4773331741959 -34.5781771492013,-58.4777730633191 -34.5784271730366))","4422","12168",LA PAMPA,"4802","4868","4801","4899","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,69.33,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4356302312438 -34.5784669378415,-58.4350038511623 -34.5779203753461))","4433","19015","RAVIGNANI, EMILIO, Dr.","2102","2200","2101","2199","ARGUIBEL, ANDRES",DR.EMILIO RAVIGNANI,CALLE,83.55,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción en Agosto de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4777730633191 -34.5784271730366,-58.4781985644624 -34.5786690278632))","4465","12168",LA PAMPA,"4870","4900","4901","4929","TORNQUINST, E. - PAMPA",LA PAMPA,CALLE,47.37,DECRECIENTE,"-1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación, según Resolución N.° 443/SECTRANS/18 en BO 5463 publicado el 24/09/2018",,Construcción Año 2013,Ciclovía,VÍA DISTRIBUIDORA COMPLEMENTARIA,,"0","15","12",,VILLA ORTUZAR,VILLA URQUIZA
"MULTILINESTRING ((-58.4339895238222 -34.5787299401638,-58.4350038511623 -34.5779203753461))","4484","7093",GUATEMALA,"5802","5900","5801","5899",,GUATEMALA,CALLE,129.34,DECRECIENTE,"-1",,Ciclovías,,,Construcción en Septiembre de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4912715861737 -34.578432924741,-58.4914083525091 -34.5785136695089,-58.492334810471 -34.5790594489287))","4526","2083",BLANCO ENCALADA,"5502","5600","5501","5599",,BLANCO ENCALADA,CALLE,119.79,CRECIENTE,"1",corrección altura 9-1-03,Ciclovías,"Por calzada paralela y adyacente a la vereda sureste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción Diciembre de 2018,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.492334810471 -34.5790594489287,-58.4930643544008 -34.5782047499013))","4527","3115",CERETTI,"2302","2400","2301","2399",,CERETTI,CALLE,116.07,CRECIENTE,"1",Sentido de Circulación modificado en Agosto de 2013 por la inauguración del Túnel bajo las Vías del FFCC,Ciclovías,,,Construcción Año 2010,Ciclovía,VÍA LOCAL,,"12","12","12",VILLA URQUIZA,VILLA URQUIZA,VILLA URQUIZA
"MULTILINESTRING ((-58.4063267846362 -34.5791612975211,-58.4069166668159 -34.5786823838734))","4548","12107",DEL LIBERTADOR AV.,"2502","2600","2501","2599","DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :",AV.DEL LIBERTADOR,AVENIDA,75.84,DECRECIENTE,"-1","Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas",Ciclovías,Mano derecha,Calle,Construcción Año 2010,Ciclovía,VÍA DISTRIBUIDORA PRINCIPAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.436555729441 -34.5792744129974,-58.4356302312438 -34.5784669378415))","4567","19015","RAVIGNANI, EMILIO, Dr.","2002","2100","2001","2099","ARGUIBEL, ANDRES",DR.EMILIO RAVIGNANI,CALLE,123.43,CRECIENTE,"1",,Ciclovías,"Por calzada paralela y adyacente a la vereda noroeste, en doble sentido de circulación según Res. 339/SECTRANS/18 en BO 5423 del 27/07/2018",,Construcción en Agosto de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
"MULTILINESTRING ((-58.4329769653203 -34.5795381588248,-58.4339895238222 -34.5787299401638))","4620","7093",GUATEMALA,"5702","5800","5701","5799",,GUATEMALA,CALLE,129.12,DECRECIENTE,"-1",,Ciclovías,,,Construcción en Septiembre de 2018,Ciclovía,VÍA LOCAL,,"14","14","14",PALERMO,PALERMO,PALERMO
